3,4.915,1.542,2.012,2.670,3.523,4.292,1.422,1.155,1.107,1.080,1.069,1.360,1.220,1.100,1.192,1.258,1.276,1.396,1.510,1.610,1.791,1.516,1.186,1.168,1.542,1.433,1.513,1.593,1.659,1.377,1.361,1.399,1.374,1.355,1.401,1.307,1.321,1.334,1.435,1.451,1.457,1.432,1.450,1.458,1.453,1.448,1.489,1.361
4,5.069,1.681,2.082,2.614,3.360,4.137,1.521,1.206,1.124,1.075,1.045,1.447,1.310,1.244,1.177,1.222,1.269,1.376,1.478,1.598,1.817,1.447,1.184,1.166,1.645,1.534,1.583,1.627,1.697,1.403,1.397,1.470,1.399,1.397,1.471,1.346,1.334,1.381,1.478,1.511,1.501,1.474,1.512,1.500,1.467,1.504,1.540,1.379
5,5.066,1.792,2.185,2.679,3.386,4.052,1.602,1.267,1.161,1.124,1.084,1.530,1.429,1.366,1.285,1.226,1.290,1.395,1.498,1.616,1.855,1.440,1.187,1.171,1.733,1.659,1.699,1.714,1.749,1.463,1.465,1.562,1.457,1.464,1.561,1.382,1.395,1.450,1.549,1.591,1.594,1.547,1.597,1.593,1.540,1.607,1.637,1.430

progs_win_score,random,deg1,deg2,deg3,deg4,deg5,bysreach1,bysreach2,bysreach3,bysreach4,bysreach5,bywreach1,bywreach2,bywreach3,bywreach4,bywreach5,sortdeg1,sortdeg2,sortdeg3,sortdeg4,sortdeg5,td,fill-in,tw,felix1,felix2,felix3,felix4,felix5,berlin.bna,berlin.bno,berlin.bni,berlin.dna,berlin.dno,berlin.dni,berlin.sna,berlin.sno,berlin.sni,berlin.bya,berlin.byo,berlin.byi,berlin.dya,berlin.dyo,berlin.dyi,berlin.sya,berlin.syo,berlin.syi,christoph
all,0.000,0.037,1.083,0.667,0.667,0.167,1.627,2.992,3.909,6.575,12.409,0.294,8.184,9.327,2.430,1.267,4.559,0.500,0.500,0.000,0.143,4.917,9.402,10.702,0.037,0.393,0.000,0.000,0.000,0.171,0.407,0.173,0.671,0.407,0.173,2.296,1.699,0.950,0.117,0.173,0.238,0.117,0.173,0.238,0.117,0.117,0.072,0.907
2,0.000,0.037,0.417,0.167,0.167,0.167,1.593,0.930,1.787,1.454,0.704,0.259,7.392,1.781,0.388,0.582,0.582,0.000,0.000,0.000,0.143,1.250,0.485,0.392,0.037,0.393,0.000,0.000,0.000,0.045,0.045,0.138,0.045,0.045,0.138,0.212,0.212,0.249,0.082,0.138,0.037,0.082,0.138,0.037,0.082,0.082,0.037,0.045
3,0.000,0.000,0.000,0.500,0.500,0.000,0.034,1.534,0.344,2.844,3.594,0.034,0.034,5.427,0.034,0.177,0.177,0.000,0.000,0.000,0.000,1.000,2.083,1.726,0.000,0.000,0.000,0.000,0.000,0.034,0.034,0.034,0.034,0.034,0.034,0.701,0.534,0.701,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.500
4,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.403,1.403,1.903,4.236,0.000,0.333,1.778,1.667,0.167,1.458,0.000,0.000,0.000,0.000,1.333,2.833,3.833,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.111,0.000,0.292,0.236,0.000,0.000,0.000,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.236
5,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.125,0.375,0.375,3.875,0.000,0.424,0.341,0.341,0.341,2.341,0.500,0.500,0.000,0.000,1.333,4.000,4.750,0.000,0.000,0.000,0.000,0.000,0.091,0.216,0.000,0.591,0.216,0.000,1.091,0.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
